1001_Genomes_ID,leaf_ionome_Mo98
403,21.87382935
992,21.78400028
1062,20.24866426
1254,19.92515544
1585,17.29856659
1853,16.58661124
1890,16.46444139
2278,14.23362016
4807,13.81549565
5236,13.57288392
5253,13.1045983
5470,12.57855576
5506,12.42399833
5829,12.32111071
5890,12.04337092
5893,12.00585053
5921,11.92817931
5950,11.79042933
5993,11.6093531
6009,11.32149876
6069,11.27326124
6102,11.24447332
6104,11.0365161
6109,10.81402255
6112,10.47833074
6114,10.31182918
6115,10.24372305
6132,9.926885048
6134,9.795618793
6154,9.775856546
6166,9.701111652
6217,9.576180401
6268,9.445940526
6276,9.354315298
6390,9.268409638
6413,9.247214357
6680,8.991281261
6898,8.965459733
6904,8.959902123
6906,8.881574969
6911,8.873629469
6920,8.792616387
6931,8.77556303
6940,8.707321979
6959,8.548558663
6960,8.479867906
6963,8.469646154
6966,8.464907857
6967,8.45726962
6968,8.392876613
6975,8.346541695
6976,8.288907402
6987,8.24589769
6992,8.121680387
6994,8.015838189
6997,7.832889382
7062,7.825961525
7081,7.700777102
7126,7.422696444
7163,7.398976134
7167,7.371202909
7199,7.331908536
7202,7.319547968
7223,7.293993917
7231,7.236337273
7268,7.218269956
7305,7.199346044
7306,7.157956858
7319,7.146010883
7323,7.117968721
7328,6.99100565
7330,6.918867055
7337,6.890877516
7344,6.81702461
7346,6.769169403
7349,6.762633394
7356,6.708462401
7375,6.6936664
7378,6.670650321
7411,6.652708855
7416,6.646361872
7471,6.631406333
7516,6.615756281
7519,6.560407548
7524,6.54157906
7917,6.535106722
8240,6.531252562
8241,6.527763071
8246,6.516256079
8256,6.395544305
8275,6.388019125
8283,6.38076303
8307,6.376905071
8354,6.362985558
8378,6.344600239
8386,6.321769876
8422,6.263881433
8423,6.204834638
9058,6.183982443
9061,6.132863771
9067,6.126191352
9089,6.070424213
9095,6.068429877
9119,5.993111888
9124,5.940397635
9125,5.90723067
9131,5.906906964
9388,5.895774653
9392,5.857156538
9399,5.831484431
9407,5.821426363
9408,5.808833361
9412,5.789818071
9450,5.785828378
9476,5.679364156
9509,5.659595825
9520,5.655123166
9527,5.625595869
9542,5.622895682
9557,5.572820789
9566,5.56394705
9573,5.511226877
9589,5.409336005
9591,5.380231499
9595,5.361817324
9632,5.348259787
9670,5.340169835
9671,5.288427362
9672,5.231546579
9675,5.2141301
9676,5.198147519
9686,5.105175361
9688,5.035708107
9694,4.943022312
9696,4.906119579
9701,4.881388139
9703,4.82229095
9708,4.808929557
9712,4.775073215
9716,4.757591751
9720,4.723591516
9731,4.718774536
9733,4.711354776
9755,4.706621649
9758,4.705040049
9759,4.628201732
9768,4.580596007
9770,4.560865443
9776,4.551593304
9781,4.533012933
9782,4.515592106
9783,4.464334821
9789,4.399612546
9790,4.397777318
9796,4.379048798
9799,4.35615115
9805,4.295562182
9806,4.250559574
9808,4.240463299
9810,4.208239418
9813,4.153879513
9846,4.106971901
9848,4.092487353
9852,4.080879337
9853,4.079978407
9855,3.99482559
9858,3.967353038
9881,3.900647665
9885,3.895957941
9886,3.861549281
9896,3.828308753
9899,3.817765598
9901,3.798543504
9906,3.758020863
9909,3.72457528
9913,3.70584932
9914,3.692030671
9922,3.671961988
9925,3.648053479
9928,1.202649144
9934,1.179539863
9943,1.152808209
9950,1.141309453
9955,1.085269011
9957,1.074033312
9966,0.993716976
9967,0.96612284
9970,0.951853192
9978,0.950731339
9989,0.883768912
9995,0.87430463
9997,0.867374225
9999,0.840547255
10002,0.802814629
10008,0.802587466
10009,0.7776195
10020,0.762119723
10025,0.659498333
10026,0.430500936
100000,0.425113357
